Weak_foot,Ball_Control,Dribbling,Marking,Attacking_Position,Interceptions,Short_Pass,Long_Pass,Acceleration,Speed,Strength,Agility,Jumping,Heading,Shot_Power,Curve,Rating,edad,Club_Pos_Num
3,75,76,74,72,76,75,73,81,75,68,85,61,52,65,80,77,29,16
4,76,73,22,77,41,69,62,76,71,67,74,51,69,81,75,77,32,26
4,77,69,12,84,21,66,35,78,76,78,78,90,77,73,71,77,27,27
4,74,69,72,63,77,76,75,68,76,74,66,71,65,81,65,77,30,27
3,73,68,70,72,81,68,64,75,79,86,65,78,80,74,39,77,28,9
3,70,67,77,62,78,73,66,68,69,75,76,77,73,65,60,77,32,27
3,75,67,72,61,79,78,78,55,68,82,60,72,72,84,65,77,29,2
3,22,13,13,8,14,33,33,41,40,41,34,66,8,24,12,77,29,27
4,75,78,66,75,70,79,76,74,76,73,73,90,80,85,49,77,27,18
4,71,72,75,60,74,71,69,78,78,69,78,73,69,77,75,77,27,27
3,54,50,80,32,78,58,58,65,69,83,59,79,76,65,42,77,32,17
3,75,79,25,77,32,71,60,90,91,65,83,71,68,78,71,77,29,26
3,54,40,75,35,64,56,50,61,63,90,50,91,84,72,42,77,25,17
3,69,59,75,51,80,69,81,63,71,73,65,80,70,80,67,77,30,27
3,77,77,38,75,48,74,67,89,87,57,87,78,56,71,65,77,30,21
3,79,84,23,74,37,74,64,81,73,60,84,62,49,81,75,77,31,27
3,74,64,79,45,67,66,66,79,78,77,74,84,72,78,77,77,27,6
3,62,62,73,54,77,74,73,67,66,86,62,86,78,70,51,77,32,17
4,78,79,60,75,64,78,77,77,77,69,83,90,77,75,73,77,27,0
4,81,78,29,74,50,76,70,75,68,64,79,72,52,65,76,77,28,27
3,78,82,38,74,51,74,64,87,86,58,85,68,66,73,68,77,30,27
3,79,77,66,69,73,75,68,78,78,64,85,72,60,73,75,77,29,16
3,75,70,68,58,78,78,76,66,68,87,64,75,70,72,52,77,31,17
2,75,73,77,71,68,70,69,78,86,79,76,74,74,85,69,77,33,14
3,18,14,17,12,12,36,32,47,34,52,69,67,22,25,23,77,35,27
3,69,65,76,66,80,73,70,73,77,69,67,78,62,63,68,77,33,27
3,68,62,77,36,76,73,66,69,75,78,62,80,77,52,33,77,28,27
3,74,67,74,62,77,77,76,66,67,69,73,74,66,65,71,77,33,25
2,65,62,76,39,74,74,75,65,72,88,49,72,80,76,39,77,30,17
3,74,66,75,65,77,76,73,77,70,74,73,74,69,74,43,77,29,2
3,79,65,59,70,80,81,80,65,53,68,69,68,65,61,79,77,29,27
3,75,75,15,78,21,71,29,73,78,93,58,76,80,81,58,77,28,27
3,78,76,15,75,48,75,72,85,90,64,80,62,69,79,64,77,29,11
2,54,30,77,37,74,56,49,53,52,88,34,50,85,47,32,77,30,1
4,82,80,48,69,49,78,74,79,78,65,79,78,52,84,79,77,30,27
3,74,68,16,84,25,67,45,68,69,78,72,85,80,76,65,77,33,26
4,77,74,63,68,70,82,75,65,65,83,54,80,68,82,64,77,28,0
3,77,72,42,82,43,69,53,71,74,89,61,75,75,84,66,77,29,27
3,80,65,62,53,76,82,81,63,56,64,66,58,62,76,76,77,30,27
3,20,16,11,13,20,23,23,45,45,70,40,70,10,25,13,77,34,4
3,78,80,33,74,35,74,65,92,88,56,86,70,32,75,58,77,30,27
4,80,82,59,70,62,78,72,69,76,70,83,63,66,73,74,77,29,0
3,55,49,80,33,78,55,55,62,66,81,59,85,76,59,31,77,31,27
3,16,14,13,10,16,32,23,51,65,63,64,82,15,23,25,77,35,4
4,78,77,68,73,69,78,76,78,78,69,86,88,58,76,74,77,31,8
3,81,86,22,72,32,74,61,92,88,64,87,68,50,78,78,77,30,13
3,61,39,82,50,74,63,78,54,68,85,58,81,76,45,45,77,32,17
2,78,82,65,79,72,74,74,83,83,66,78,78,62,81,84,77,29,27
2,72,81,71,65,80,75,69,77,76,64,67,77,71,69,78,77,29,27
4,75,79,16,80,44,76,66,79,84,71,79,81,76,75,69,77,28,27
3,73,64,72,47,77,74,76,67,68,78,64,63,66,74,57,77,29,27
4,76,72,76,67,70,82,81,52,64,74,55,72,65,82,61,77,30,9
2,77,73,36,77,42,62,49,84,84,79,74,93,75,76,54,77,30,27
1,23,12,14,18,28,42,34,58,57,79,39,69,12,21,13,77,30,4
4,64,57,78,39,78,70,69,42,61,92,34,53,74,78,39,77,32,17
3,80,75,37,77,29,75,65,79,75,82,76,91,70,80,64,77,32,27
4,78,82,18,71,29,70,64,82,90,82,69,64,57,88,67,77,27,27
3,76,76,39,77,50,76,65,91,89,70,83,68,71,76,70,77,30,27
4,77,71,73,64,78,80,76,63,66,59,72,72,59,76,66,77,31,2
5,32,29,12,16,24,31,35,35,35,70,67,81,14,20,19,77,30,4
4,74,65,74,68,80,74,71,63,55,78,64,78,67,79,74,77,31,27
4,81,79,16,80,25,74,58,68,78,76,68,72,78,78,69,77,34,13
3,85,74,34,80,18,60,42,64,65,70,91,91,74,83,78,77,33,27
3,21,13,9,12,15,37,39,44,43,62,50,64,9,24,20,77,31,4
3,65,43,77,42,79,59,55,68,68,84,62,80,78,49,26,77,32,27
3,61,52,74,51,74,70,54,52,72,83,53,78,81,82,44,77,31,17
3,70,61,79,53,75,69,66,55,62,78,63,68,75,69,48,77,33,27
4,73,66,74,61,80,77,70,32,53,75,69,68,64,70,70,77,33,19
3,76,71,71,76,78,78,75,68,68,76,67,78,78,73,65,77,33,19
3,64,60,73,44,76,70,68,65,72,87,53,66,77,42,42,76,30,25
3,76,69,22,82,23,70,61,64,66,81,62,78,84,74,60,77,32,26
4,74,69,69,63,75,75,72,66,67,77,71,70,68,76,70,77,32,3
3,77,71,43,82,43,69,51,51,53,81,68,76,85,76,75,77,30,27
4,86,85,16,78,34,77,55,78,78,55,79,69,60,68,79,77,30,13
4,77,72,70,61,76,76,81,53,54,73,60,73,68,85,64,77,33,27
3,76,66,74,62,75,76,73,68,73,83,65,71,68,68,57,77,30,19
4,21,10,13,14,24,35,35,58,58,75,57,80,14,25,15,77,35,4
3,24,21,12,14,22,30,22,31,32,62,50,56,12,29,15,77,40,4
3,79,79,28,76,46,79,71,69,63,70,75,60,44,81,82,77,30,27
2,79,80,68,77,75,77,72,76,78,67,77,54,57,74,78,77,34,27
4,87,86,22,78,38,72,60,82,78,62,86,69,56,80,81,77,30,22
3,77,76,66,68,67,80,77,67,67,67,79,82,53,63,73,77,32,8
3,74,58,72,53,79,78,76,68,68,74,64,55,61,72,62,77,33,27
3,71,72,77,51,81,75,68,73,74,70,71,78,63,66,62,77,34,16
2,18,15,15,12,19,29,22,42,42,60,45,68,14,23,11,77,34,4
3,47,50,81,39,75,71,69,44,55,86,33,66,77,73,44,77,35,27
3,65,53,74,52,81,72,75,43,48,85,53,70,72,76,67,77,33,17
3,69,49,78,45,74,77,62,59,58,77,57,72,76,49,48,77,35,27
2,28,25,16,12,19,38,42,43,42,82,54,72,18,25,11,77,36,4
4,81,74,13,72,61,82,79,71,62,81,74,56,56,71,84,77,35,0
4,20,13,16,19,23,20,11,44,44,73,49,55,13,12,13,77,36,4
3,81,76,70,55,73,85,79,52,54,58,77,70,41,51,61,77,35,27
2,75,69,74,74,76,76,73,66,68,75,66,76,76,83,86,77,31,6
3,52,40,79,25,77,54,55,68,55,76,50,89,80,24,40,77,36,1
4,80,67,69,73,80,79,73,55,55,73,63,70,70,75,67,77,37,8
4,76,78,77,68,69,75,70,77,77,72,73,77,68,79,69,77,33,16
3,70,67,26,82,44,75,59,55,63,81,47,80,86,79,66,77,33,27
3,62,56,77,39,78,56,44,46,54,91,31,76,75,52,14,77,33,17
3,73,72,43,78,42,79,71,73,80,78,81,81,79,77,67,77,32,26
3,58,17,80,35,75,56,73,34,31,80,50,80,81,62,23,77,34,27
3,15,11,13,16,23,29,20,32,33,83,28,47,13,20,12,77,36,27
4,82,74,29,72,53,81,78,71,66,57,72,33,45,75,77,77,36,8
3,67,65,73,69,75,66,73,65,69,91,59,83,80,77,59,77,34,17
3,74,72,23,76,31,72,55,68,71,82,65,76,78,79,69,77,33,26
4,79,79,51,73,61,78,69,76,72,61,76,67,56,76,79,77,32,10
2,32,11,11,18,28,33,37,60,58,62,61,82,14,37,11,77,34,27
3,51,41,81,27,81,56,61,36,33,79,38,76,74,60,38,77,36,27
2,21,12,12,16,27,24,34,36,38,63,31,58,10,18,11,77,37,4
2,22,12,14,12,14,25,24,34,42,62,49,76,11,22,16,77,40,27
3,74,71,73,72,75,70,67,76,78,81,75,73,69,89,64,77,34,6
1,19,12,11,8,13,31,20,20,24,76,28,69,17,25,14,77,37,27
3,77,75,64,67,68,83,84,52,54,64,66,72,43,79,81,77,37,9
3,78,80,40,63,28,82,78,76,75,61,64,53,47,70,64,76,22,27
3,60,39,76,35,73,64,58,68,63,86,49,84,72,39,28,76,20,17
3,80,76,60,54,73,80,74,76,76,74,78,58,59,66,62,76,20,3
4,72,73,40,73,40,74,72,88,73,70,78,64,64,82,86,76,25,15
2,70,50,74,36,70,77,76,58,70,80,77,81,60,65,47,76,33,19
2,64,48,76,26,76,66,69,63,59,88,56,54,74,65,36,76,29,17
4,72,73,76,67,77,71,71,78,79,68,83,71,69,55,51,76,29,6
3,23,25,32,31,35,39,40,55,50,78,71,69,45,34,21,76,29,4
2,21,8,7,21,34,22,21,31,33,84,42,69,8,21,12,76,25,4
3,20,18,10,5,12,11,12,58,62,60,66,60,7,15,12,76,25,4
4,71,77,76,58,74,77,75,78,81,68,72,43,56,42,54,76,29,19
4,77,75,71,54,77,73,74,69,68,71,78,67,56,72,48,76,33,19
3,55,45,76,42,72,67,75,52,63,83,38,81,73,71,54,76,25,17
3,64,60,76,58,75,67,58,67,74,77,61,91,72,74,72,76,33,17
3,52,44,75,24,75,61,72,55,58,81,49,88,76,43,54,76,29,7
4,78,80,12,67,21,71,67,94,93,56,89,87,57,79,75,76,20,27
4,87,86,16,60,30,77,67,85,85,75,83,69,68,76,82,76,22,27
4,72,68,73,48,78,75,73,53,65,86,65,84,70,72,47,76,22,27
3,76,78,39,75,58,77,72,84,83,63,84,54,56,66,66,76,21,13
3,59,58,32,80,26,65,60,85,87,89,78,74,73,84,46,76,26,23
4,79,83,26,74,21,68,54,92,87,29,93,66,42,65,66,76,22,27
3,23,26,16,11,15,33,26,64,62,55,68,80,20,21,30,76,21,4
3,71,48,78,36,77,66,39,68,74,66,59,73,75,40,46,76,23,27
3,76,74,15,79,17,67,58,89,85,74,79,58,60,76,67,76,21,27
3,63,38,78,38,76,68,61,61,78,88,48,58,74,73,39,76,25,27
4,79,83,26,80,54,67,64,82,81,60,87,66,68,76,74,76,21,27
3,76,77,25,81,43,73,62,86,87,56,84,65,60,78,74,76,21,27
2,77,76,73,76,81,77,69,66,69,80,82,86,76,78,68,76,21,27
3,76,74,73,74,76,76,76,77,79,76,76,68,70,80,67,76,22,27
4,65,51,72,47,72,55,63,69,73,78,65,90,82,58,36,76,32,7
4,64,54,76,40,77,65,64,66,70,78,52,84,76,55,44,76,23,27
4,82,78,24,78,41,72,70,84,87,85,78,73,68,75,63,76,20,27
3,74,68,75,60,79,78,67,65,68,74,61,87,72,69,56,76,26,27
2,77,74,67,67,77,79,76,78,77,62,69,53,52,77,73,76,22,8
3,65,46,74,27,76,67,58,66,65,72,69,85,75,62,38,76,21,27
2,77,80,28,73,33,71,66,87,86,39,86,57,43,74,82,76,21,11
3,78,80,23,68,39,76,75,79,77,60,77,58,52,73,76,76,25,27
3,72,75,37,73,42,68,63,86,85,68,76,90,74,84,71,76,28,27
3,69,63,70,60,80,76,78,72,64,66,76,72,57,71,59,76,24,27
4,66,54,75,52,74,66,56,74,70,83,58,79,77,73,47,76,24,7
4,71,67,64,60,85,72,64,93,92,43,85,79,55,64,57,76,24,16
3,80,72,58,68,70,79,74,65,61,76,67,72,57,76,57,76,23,0
2,74,71,29,79,37,66,58,75,77,71,72,81,80,77,57,76,24,27
2,56,52,78,36,76,61,45,55,67,84,51,78,77,59,26,76,24,27
4,77,85,29,71,37,75,59,85,84,34,87,65,43,56,66,76,26,21
3,75,77,71,66,74,67,58,82,84,63,82,72,57,64,59,76,23,16
3,74,79,27,79,49,71,60,88,86,37,89,66,64,77,81,76,23,21
3,77,79,23,75,39,74,62,83,79,65,79,59,54,79,66,76,23,21
3,78,80,39,75,35,76,73,68,73,34,78,60,52,81,69,76,23,27
2,80,80,12,73,25,74,60,85,79,38,90,43,40,68,66,76,24,13
3,68,64,77,55,76,70,58,77,81,77,71,74,66,62,42,76,22,27
4,76,74,66,76,67,72,57,86,87,75,75,76,57,81,51,76,25,16
4,65,53,79,16,78,60,55,68,69,75,61,72,74,50,26,76,25,17
2,23,19,18,15,18,37,25,56,57,64,48,59,23,24,23,76,28,27
4,72,74,77,70,78,74,59,76,78,67,79,62,55,43,59,76,24,16
3,74,66,21,80,34,64,46,73,79,73,73,85,81,76,48,76,26,26
2,58,53,76,23,81,53,46,67,68,82,67,65,75,46,51,76,33,17
5,74,75,46,73,30,73,73,82,80,58,77,57,46,68,78,76,24,21
3,77,75,29,76,52,71,65,88,82,59,87,65,35,72,58,76,31,13
4,76,80,20,76,23,66,64,87,84,69,84,81,68,81,64,76,31,27
3,76,70,28,76,26,69,62,80,81,73,80,61,70,78,70,76,29,22
2,59,36,73,23,78,63,55,54,51,79,41,85,79,60,32,76,29,17
3,79,73,68,66,71,80,78,70,66,64,69,70,50,72,62,76,24,27
2,69,51,74,58,76,74,73,66,63,85,66,53,51,67,36,76,29,27
3,73,78,66,61,72,68,51,85,90,78,82,85,69,67,60,76,26,6
2,70,65,74,45,73,61,60,67,74,84,60,70,75,55,35,76,24,7
4,80,80,24,72,31,72,60,78,76,48,85,62,51,79,78,76,23,11
3,78,76,53,63,42,76,72,86,88,60,82,65,43,70,61,76,24,11
2,54,52,76,27,76,52,39,49,61,87,49,58,80,80,51,76,28,27
4,80,82,44,74,54,69,68,79,88,74,75,66,54,73,70,76,21,21
3,71,65,77,62,77,75,67,75,78,77,60,55,76,66,43,76,22,19
3,75,68,27,78,37,65,59,68,64,83,62,79,77,78,59,76,24,26
3,80,78,24,76,25,71,58,86,79,56,88,76,72,75,71,76,21,27
3,59,48,76,35,74,65,55,60,69,74,55,80,75,47,28,76,28,27
3,78,81,30,74,29,77,72,78,77,56,84,52,38,66,62,76,22,21
3,77,78,48,80,54,69,65,80,80,67,75,72,59,75,69,76,22,27
4,73,66,71,68,78,78,76,66,69,77,65,73,79,81,72,77,22,18
4,77,71,65,66,65,81,80,59,59,58,69,59,47,81,70,76,23,27
2,20,20,15,17,18,30,20,42,48,70,50,60,14,19,12,76,24,27
3,78,75,65,71,72,80,74,69,69,74,73,64,59,75,65,76,23,6
3,78,82,21,73,30,72,67,86,76,50,88,61,45,76,87,76,23,23
3,76,70,68,46,76,78,74,66,66,69,67,82,72,60,51,76,23,19
3,82,84,30,73,49,71,57,91,92,56,88,66,58,65,79,76,23,21
3,82,81,23,74,45,73,60,78,74,64,83,52,47,80,83,76,24,11
3,74,69,43,83,38,72,67,68,70,76,62,72,71,75,65,76,26,26
3,74,76,34,73,42,74,75,79,76,58,84,44,43,62,69,76,28,0
3,76,74,19,79,19,68,34,83,85,61,85,78,78,70,68,76,27,27
3,73,71,73,69,69,73,66,82,78,66,74,68,63,69,75,76,23,27
3,69,68,74,56,72,64,65,76,79,83,68,83,74,79,29,76,23,27
2,64,39,79,51,77,64,53,54,65,77,51,66,77,46,32,76,25,17
3,65,53,75,47,75,68,73,58,67,76,57,72,79,46,29,76,23,17
3,66,39,77,37,73,69,56,61,66,80,64,79,69,52,53,76,28,27
3,78,76,67,75,75,74,66,79,79,54,79,68,59,80,51,76,23,11
4,78,76,46,68,54,76,69,75,66,59,84,54,47,76,83,76,22,27
3,76,78,32,74,46,77,65,79,78,53,82,61,40,66,69,76,25,27
3,73,70,21,77,31,63,46,62,66,84,59,54,82,77,66,76,24,27
4,69,65,72,61,74,75,76,63,55,78,67,86,83,76,65,76,26,27
3,73,65,65,60,75,77,73,66,72,84,64,82,66,76,59,76,24,27
3,74,72,48,78,50,69,70,83,84,64,85,94,82,74,69,76,29,27
4,76,64,58,64,77,78,75,62,67,75,71,74,63,79,64,76,26,27
4,80,74,70,62,72,80,77,69,68,74,77,73,51,74,61,76,24,18
3,70,45,73,50,74,64,49,69,74,83,62,83,82,46,29,76,24,7
3,68,55,75,46,74,76,65,52,49,82,53,66,79,59,63,76,33,17
3,77,71,68,68,77,78,76,75,77,75,73,78,68,84,69,76,24,18
3,74,65,71,66,81,78,76,66,66,76,62,79,71,75,57,76,26,8
4,81,84,20,68,21,75,73,84,77,54,84,61,23,58,70,76,22,21
4,75,68,79,46,81,73,78,68,71,72,69,65,73,59,48,76,27,2
3,78,75,69,73,72,79,74,65,76,80,60,71,66,75,41,76,24,27
2,22,12,14,12,26,27,36,44,47,71,45,63,14,21,21,76,25,27
3,83,79,30,72,39,69,69,86,84,70,82,68,55,75,75,76,22,23
4,75,81,22,80,23,74,66,86,84,52,88,33,33,73,75,76,27,11
3,76,73,16,81,23,68,48,82,84,72,81,75,69,80,41,76,26,26
4,77,79,41,76,55,76,69,76,75,58,78,77,64,71,77,76,23,0
3,75,77,72,69,74,74,69,76,76,54,77,77,55,68,67,76,33,16
3,79,72,62,66,71,81,77,69,63,67,78,64,53,79,71,76,25,27
5,75,69,72,64,72,72,68,79,83,67,79,75,64,65,75,76,25,6
4,83,86,25,72,20,77,57,84,74,57,90,52,44,68,78,76,24,13
4,75,80,29,74,29,75,67,87,86,50,84,73,49,69,71,76,24,27
4,68,63,74,41,73,73,71,56,59,80,60,77,76,83,65,76,24,7
3,79,79,40,74,55,76,69,77,79,78,77,70,73,76,77,76,23,27
3,78,71,55,61,65,81,80,69,68,64,74,68,57,74,86,76,23,18
3,81,77,62,73,68,74,64,89,89,63,86,85,61,80,59,76,25,27
4,75,72,69,68,76,75,72,72,74,81,62,69,73,79,72,75,23,19
4,80,77,51,69,31,77,76,68,67,68,77,52,49,73,82,76,29,11
3,21,14,14,18,24,28,33,48,41,50,33,59,15,31,18,76,23,4
4,76,75,23,81,40,73,63,88,82,74,81,77,52,77,72,76,23,22
3,77,70,25,79,43,67,45,59,69,82,64,72,79,75,49,76,27,12
2,78,74,65,73,69,79,74,76,70,58,84,53,49,70,67,76,27,18
2,81,81,45,73,53,77,77,64,67,76,74,74,64,76,78,76,29,27
3,67,60,79,33,77,68,62,64,68,77,60,70,65,46,40,76,31,17
3,76,76,81,68,70,76,71,78,69,59,78,75,52,59,68,76,25,27
4,77,76,20,79,33,62,55,85,80,62,74,62,67,81,63,76,24,27
3,70,74,75,65,70,72,72,85,84,62,78,82,62,52,31,76,25,16
4,80,82,29,70,40,71,62,91,90,44,93,72,49,73,74,76,24,27
3,21,11,14,12,16,33,32,41,45,68,43,62,14,18,10,76,27,4
5,80,83,21,66,21,73,70,89,87,46,92,44,39,69,64,76,21,25
3,70,54,75,51,78,69,65,33,50,89,54,45,74,45,39,75,29,17
3,77,82,15,73,32,73,61,80,73,51,91,74,59,73,76,76,26,21
3,80,72,55,70,68,81,74,68,68,54,76,50,51,73,79,76,27,11
4,77,81,39,70,36,74,60,83,82,59,83,83,62,71,73,76,23,11
4,58,42,81,37,77,67,69,61,53,76,52,65,80,58,33,76,25,27
4,79,84,42,75,43,62,56,94,93,54,91,52,45,74,77,76,25,11
4,82,81,68,66,73,78,64,89,93,68,78,82,58,84,69,76,28,27
4,79,81,58,66,58,80,72,77,72,55,76,53,50,59,76,76,25,0
3,25,16,18,13,11,21,39,55,65,52,58,72,19,44,22,76,28,25
3,72,71,74,68,63,75,72,75,79,81,50,69,73,78,63,76,27,24
3,64,60,76,65,82,65,72,69,76,77,67,60,72,72,42,76,26,17
2,74,76,77,64,77,71,55,76,79,80,60,68,63,68,59,76,25,24
3,62,55,77,61,74,62,65,64,71,82,62,85,69,83,58,76,25,7
4,75,75,62,70,58,71,75,84,79,69,77,75,53,75,81,76,25,27
3,58,35,76,33,74,63,59,61,64,83,52,65,76,59,32,76,27,27
4,72,67,15,85,29,71,42,76,73,80,66,73,71,74,71,76,30,0
2,77,77,69,73,73,78,77,69,75,86,75,74,72,86,63,76,24,19
4,77,74,13,76,27,73,75,77,78,65,75,59,63,73,83,76,27,27
3,75,75,70,68,75,74,62,82,83,78,76,83,72,53,52,76,26,6
3,78,71,74,46,77,75,69,68,75,74,78,82,67,55,52,76,25,27
3,79,78,63,68,64,79,74,74,73,59,77,66,45,75,73,76,26,27
3,80,80,35,74,37,72,69,79,72,56,83,66,50,79,84,76,26,23
3,76,80,23,73,39,72,73,79,77,38,81,61,48,77,73,76,26,27
5,78,73,25,81,71,80,71,49,48,69,60,53,72,71,68,76,25,0
3,78,72,70,62,74,79,77,69,68,78,72,74,70,74,56,76,25,27
3,73,64,64,56,78,80,77,54,56,77,55,78,59,83,77,76,28,9
2,78,79,41,73,54,75,74,68,71,61,76,52,57,82,78,76,27,21
3,64,54,74,47,74,74,71,50,53,84,51,61,73,53,47,76,28,27
3,78,78,35,70,42,74,67,81,81,49,79,53,53,72,74,76,30,11
1,23,14,14,11,16,23,17,40,37,51,39,70,11,21,12,76,28,4
4,80,81,45,70,45,73,75,77,75,65,82,64,47,82,85,76,28,11
3,60,57,75,22,75,68,68,59,65,87,62,74,68,75,36,76,30,7
3,61,41,78,45,78,71,72,48,52,84,40,52,83,64,40,76,29,7
4,76,73,26,78,35,67,34,80,75,67,82,80,71,75,69,76,28,21
4,82,73,73,68,72,80,82,57,66,70,76,54,57,73,75,76,29,27
3,61,25,77,39,70,60,53,55,53,76,55,74,79,72,34,76,29,17
4,56,46,80,29,79,61,65,66,73,83,53,85,75,43,35,76,29,7
4,77,78,27,78,35,73,63,76,78,72,73,74,66,77,76,76,25,27
3,80,73,61,70,77,78,76,62,60,78,69,68,67,73,64,75,30,27
4,77,78,15,78,42,74,70,82,82,59,83,76,69,74,71,76,27,25
4,48,33,76,38,76,70,60,50,52,83,46,58,85,57,29,76,28,25
3,75,71,73,69,82,77,60,70,68,75,73,73,44,70,63,76,28,8
4,77,73,63,68,65,80,75,71,75,73,66,61,57,74,72,76,27,27
3,78,80,23,72,35,74,60,77,77,74,81,72,76,76,77,76,26,27
2,22,14,9,10,15,22,19,34,34,77,43,70,8,23,7,76,27,4
4,76,72,20,77,20,64,46,71,78,77,72,76,74,82,64,76,24,27
3,77,80,60,73,63,74,73,79,80,60,85,63,51,75,76,76,26,11
3,75,73,20,77,40,70,60,93,90,81,81,66,62,69,62,76,25,27
5,82,80,19,70,31,75,67,89,79,49,93,54,42,64,76,76,25,27
4,76,82,30,76,52,72,69,83,86,67,78,62,60,81,72,76,27,21
4,79,73,11,75,42,81,77,55,53,59,83,54,53,79,75,76,33,3
3,76,73,26,80,30,69,69,69,68,81,72,72,70,74,69,76,37,12
2,25,15,15,16,22,15,26,49,52,72,47,64,12,36,11,76,27,4
4,72,75,28,85,20,71,67,67,69,75,67,66,60,76,56,76,28,25
2,78,74,60,72,63,80,74,74,70,65,80,60,58,76,73,76,26,18
4,75,73,61,73,63,79,79,69,71,64,71,72,46,70,73,76,27,9
2,53,44,76,32,76,63,61,32,34,90,34,78,80,74,38,76,29,7
3,57,35,76,44,76,68,56,58,66,80,51,74,71,35,38,76,28,17
2,68,62,76,56,76,64,66,69,73,78,66,74,68,70,31,76,30,27
3,65,59,79,28,76,59,59,55,69,90,55,55,70,68,49,76,26,7
3,69,70,20,79,24,66,51,91,91,79,72,70,65,80,48,76,26,22
3,72,70,75,65,76,75,73,67,68,77,67,77,71,68,66,76,27,27
3,66,57,78,50,81,73,72,55,55,83,62,85,75,68,58,76,32,27
1,12,13,12,11,10,31,31,51,46,54,54,76,11,23,14,76,25,4
5,68,70,17,82,29,69,58,74,77,81,74,73,67,80,62,76,28,26
3,75,72,24,80,37,62,52,78,79,79,73,80,77,72,53,76,28,27
2,72,74,73,73,67,72,70,83,79,73,78,89,74,65,75,76,27,25
4,76,75,75,64,76,76,73,75,69,65,79,87,54,68,58,76,29,19
3,12,19,15,16,23,16,29,45,34,80,54,62,14,22,15,76,29,4
3,74,75,32,74,39,75,67,85,85,68,74,68,68,77,79,76,26,21
3,73,63,74,61,78,72,56,54,68,68,62,83,70,46,66,76,25,25
2,68,62,75,27,77,77,78,76,78,78,68,77,69,56,42,76,28,27
4,76,73,77,53,75,77,74,75,75,66,68,74,60,72,70,76,27,27
4,75,81,29,72,35,75,71,85,84,47,84,73,47,71,72,76,25,27
3,76,76,19,73,20,71,42,93,93,65,82,34,40,65,69,76,27,27
4,74,80,22,75,34,74,64,92,91,33,91,76,47,74,72,76,27,27
3,72,68,74,55,74,71,68,84,79,63,79,72,66,49,67,76,26,6
3,80,79,43,77,35,70,66,85,83,67,82,74,73,76,75,76,26,23
3,79,75,60,74,54,76,78,69,69,62,79,53,55,82,82,76,32,27
3,76,73,79,54,69,75,64,76,74,66,74,64,42,56,67,76,31,16
3,74,67,72,62,78,73,71,68,76,84,56,62,67,80,55,76,28,27
4,76,72,58,68,71,79,76,68,67,74,68,72,53,74,81,76,26,21
2,61,56,73,43,80,65,59,46,55,90,49,66,74,64,42,76,29,17
3,76,73,72,70,71,80,79,69,69,70,73,78,58,69,68,76,27,9
2,60,38,78,32,72,63,49,54,53,79,58,76,75,63,36,76,30,17
3,73,70,25,77,30,61,53,74,75,91,60,34,77,77,66,76,30,26
3,61,22,82,33,78,61,58,53,54,80,70,72,71,25,55,76,33,7
3,78,72,64,74,64,78,65,62,68,78,68,84,72,85,47,76,25,27
3,69,63,83,52,83,72,70,65,64,71,68,84,66,48,43,76,27,16
4,76,70,72,71,73,78,78,69,72,72,67,69,67,84,72,76,28,27
3,64,59,74,63,74,60,57,77,78,83,63,81,76,57,34,76,26,27
2,22,18,10,13,17,29,26,51,51,58,48,58,10,23,12,76,26,4
3,75,76,76,60,71,72,68,78,78,57,78,85,58,71,75,76,28,6
3,74,74,74,63,73,74,70,76,79,76,68,74,65,74,74,76,26,27
4,75,71,67,70,72,78,76,69,67,68,74,73,61,73,54,76,28,9
2,17,17,13,16,22,33,35,58,56,63,35,68,16,20,15,76,28,27
4,77,73,29,80,36,61,49,79,77,76,79,72,66,72,73,76,30,26
4,77,81,30,65,22,75,74,84,84,52,83,53,22,82,80,76,28,27
3,76,84,34,70,50,75,72,88,87,59,92,65,54,66,72,76,30,11
3,72,77,17,81,22,64,43,84,83,78,84,83,74,74,56,76,28,26
3,58,47,77,24,75,60,64,54,55,79,49,83,74,30,47,76,32,7
3,71,73,63,67,76,78,63,85,92,75,88,85,61,59,56,76,27,27
3,72,68,77,58,76,72,68,73,68,75,78,80,64,62,59,76,33,25
4,76,77,20,75,20,75,67,76,71,65,77,41,57,76,71,76,27,0
3,78,76,22,80,23,72,54,78,78,76,78,76,73,70,70,76,32,12
4,77,73,75,72,68,78,74,76,74,43,85,56,64,74,64,76,29,18
2,73,68,21,80,19,68,59,50,53,92,41,68,79,81,56,76,29,26
4,78,80,26,74,40,75,68,81,77,62,82,58,63,78,69,76,31,27
4,77,80,39,71,52,73,70,78,80,78,78,78,54,84,76,76,25,11
3,73,71,77,59,76,76,73,63,65,84,62,75,78,64,42,76,30,27
4,78,73,47,78,60,76,77,66,64,74,67,80,82,80,66,76,28,8
3,78,76,22,76,38,71,57,66,78,77,67,61,75,79,70,76,28,25
4,75,76,56,74,46,71,66,78,76,59,74,72,38,76,72,76,28,21
3,75,77,13,78,30,75,62,79,77,66,78,71,75,76,65,76,26,11
3,81,80,23,67,46,74,64,84,77,65,86,80,67,77,77,76,26,27
2,62,60,78,57,78,68,66,54,52,86,32,34,78,84,63,76,31,7
3,79,77,56,69,69,80,74,77,77,69,75,68,56,70,72,76,28,27
